county,sub_name,item,season,yield
KITUI,THAGICU,Ground.Nuts,Long Rains,16.172424
KITUI,TSEIKURU,Ground.Nuts,Long Rains,1.288628
MACHAKOS,ATHI RIVER,Ground.Nuts,Long Rains,0.6858341
MACHAKOS,KALAMA,Ground.Nuts,Long Rains,0.249197846
MACHAKOS,KANGUNDO,Ground.Nuts,Long Rains,0.62815785
MACHAKOS,KATHIANI,Ground.Nuts,Long Rains,0.2353287
MACHAKOS,MACHAKOS,Ground.Nuts,Long Rains,0.4685962
MACHAKOS,MASINGA,Ground.Nuts,Long Rains,0.35897594
MACHAKOS,MATUNGULU,Ground.Nuts,Long Rains,0.3495893
MACHAKOS,MWALA,Ground.Nuts,Long Rains,0.229682749
MACHAKOS,YATTA,Ground.Nuts,Long Rains,0.15278716
MAKUENI,KATHONZWENI,Ground.Nuts,Long Rains,0.5133175
MAKUENI,KIBWEZI,Ground.Nuts,Long Rains,0.292728325
MAKUENI,KILUNGU,Ground.Nuts,Long Rains,0.18373142
MAKUENI,MAKINDU,Ground.Nuts,Long Rains,0.182296399
MAKUENI,MAKUENI,Ground.Nuts,Long Rains,0.13527884
MAKUENI,MBOONI EAST,Ground.Nuts,Long Rains,0.367721243
MAKUENI,MBOONI WEST,Ground.Nuts,Long Rains,0.55569954
MAKUENI,MUKAA,Ground.Nuts,Long Rains,0.161483971
MAKUENI,NZAUI,Ground.Nuts,Long Rains,0.14836584
KIRINYAGA,KIRINYAGA CENTRAL,Ground.Nuts,Long Rains,0.26841277
KIRINYAGA,KIRINYAGA EAST,Ground.Nuts,Long Rains,0.16711851
KIRINYAGA,KIRINYAGA WEST,Ground.Nuts,Long Rains,0.29215648
KIRINYAGA,MWEA EAST,Ground.Nuts,Long Rains,0.26762318
KIRINYAGA,MWEA WEST,Ground.Nuts,Long Rains,0.73878197
WEST.POKOT,KIPKOMO,Ground.Nuts,Long Rains,0.496495659
WEST.POKOT,POKOT CENTRAL,Ground.Nuts,Long Rains,0.553253513
WEST.POKOT,POKOT NORTH,Ground.Nuts,Long Rains,1.62679459
WEST.POKOT,POKOT SOUTH,Ground.Nuts,Long Rains,0.3389665
WEST.POKOT,WEST POKOT,Ground.Nuts,Long Rains,1.97957257
SAMBURU,SAMBURU CENTRAL,Ground.Nuts,Long Rains,0.4798174
SAMBURU,SAMBURU EAST,Ground.Nuts,Long Rains,0.568224
TRANS.NZOIA,TRANS NZOIA WEST,Ground.Nuts,Long Rains,0.82923857
TRANS.NZOIA,TRANS NZOIA EAST,Ground.Nuts,Long Rains,1.254479817
TRANS.NZOIA,KWANZA,Ground.Nuts,Long Rains,1.557194
TRANS.NZOIA,ENDEBESS,Ground.Nuts,Long Rains,0.497442753
TRANS.NZOIA,KIMININI,Ground.Nuts,Long Rains,0.71263829
UASIN.GISHU,AINABKOI,Ground.Nuts,Long Rains,1.67462669
UASIN.GISHU,KAPSERET,Ground.Nuts,Long Rains,0.37734313
UASIN.GISHU,KESSES,Ground.Nuts,Short Rains,0.74171382
UASIN.GISHU,MOIBEN,Ground.Nuts,Short Rains,1.93244273
UASIN.GISHU,SOY,Ground.Nuts,Short Rains,1.118265
UASIN.GISHU,TURBO,Ground.Nuts,Short Rains,0.75257646
ELGEYO.MARAKWET,KEIYO NORTH,Ground.Nuts,Short Rains,2.272851553
ELGEYO.MARAKWET,KEIYO SOUTH,Ground.Nuts,Short Rains,1.666339821
ELGEYO.MARAKWET,MARAKWET EAST,Ground.Nuts,Short Rains,0.6838168
ELGEYO.MARAKWET,MARAKWET WEST,Ground.Nuts,Short Rains,0.87847252
NANDI,CHESUMEI,Ground.Nuts,Short Rains,1.74416896
NANDI,NANDI CENTRAL,Ground.Nuts,Short Rains,1.23225261
NANDI,NANDI EAST,Ground.Nuts,Short Rains,0.572171
NANDI,NANDI NORTH,Ground.Nuts,Short Rains,1.14633998
NANDI,NANDI SOUTH,Ground.Nuts,Short Rains,1.62574597
NANDI,TINDERET,Ground.Nuts,Short Rains,2.315722514
BARINGO,BARINGO CENTRAL,Ground.Nuts,Short Rains,5.798827188
BARINGO,BARINGO NORTH,Ground.Nuts,Short Rains,9.81197197
BARINGO,EAST POKOT,Ground.Nuts,Short Rains,1.25562623
BARINGO,KOIBATEK,Ground.Nuts,Short Rains,3.51288454
BARINGO,MARIGAT,Ground.Nuts,Short Rains,0.33879273
BARINGO,MOGOTIO,Ground.Nuts,Short Rains,2.1554696
BARINGO,TIATY EAST,Ground.Nuts,Short Rains,0.236565881
LAIKIPIA,LAIKIPIA CENTRAL,Ground.Nuts,Short Rains,0.71154662
LAIKIPIA,LAIKIPIA EAST,Ground.Nuts,Short Rains,0.3372146
LAIKIPIA,LAIKIPIA NORTH,Ground.Nuts,Short Rains,0.6182384
LAIKIPIA,LAIKIPIA WEST,Ground.Nuts,Short Rains,0.68116366
LAIKIPIA,NYAHURURU,Ground.Nuts,Short Rains,0.83725378
NAKURU,GILGIL,Ground.Nuts,Short Rains,0.378296857
NAKURU,KURESOI NORTH,Ground.Nuts,Short Rains,1.831445373
NAKURU,KURESOI SOUTH,Ground.Nuts,Short Rains,3.442738298
NAKURU,MOLO,Ground.Nuts,Short Rains,1.276727
NAKURU,NAIVASHA,Ground.Nuts,Short Rains,0.6887255
NAKURU,NAKURU EAST,Ground.Nuts,Short Rains,0.929531
NAKURU,NAKURU NORTH,Ground.Nuts,Short Rains,0.185582249
NAKURU,NAKURU WEST,Ground.Nuts,Short Rains,0.737382689
NAKURU,NJORO,Ground.Nuts,Short Rains,1.576378769
NAKURU,RONGAI,Ground.Nuts,Short Rains,1.23138546
NAKURU,SUBUKIA,Ground.Nuts,Short Rains,0.2253589
NAROK,NAROK EAST,Ground.Nuts,Short Rains,0.3327958
NAROK,NAROK NORTH,Ground.Nuts,Short Rains,0.63327442
NAROK,NAROK SOUTH,Ground.Nuts,Short Rains,0.454722514
NAROK,NAROK WEST,Ground.Nuts,Long Rains,1.552729445
NAROK,TRANS MARA EAST,Ground.Nuts,Long Rains,4.96125341
NAROK,TRANS MARA WEST,Ground.Nuts,Long Rains,3.869178513
KERICHO,BELGUT,Ground.Nuts,Long Rains,6.653297438
KERICHO,BURETI,Ground.Nuts,Short Rains,6.7418287
KERICHO,KERICHO EAST,Ground.Nuts,Short Rains,6.3448792
KERICHO,KIPKELION,Ground.Nuts,Short Rains,3.4821755
KERICHO,LONDIANI,Ground.Nuts,Short Rains,3.15389356
KERICHO,SOIN SIGOWET,Ground.Nuts,Long Rains,8.58563989
BOMET,BOMET EAST,Ground.Nuts,Long Rains,0.1676311
BOMET,CHEPALUNGU,Ground.Nuts,Long Rains,0.19253518
BOMET,KONOIN,Ground.Nuts,Long Rains,0.18149531
BOMET,SOTIK,Ground.Nuts,Long Rains,0.233282778
BOMET,BOMET CENTRAL,Ground.Nuts,Long Rains,0.2292978
KAKAMEGA,BUTERE,Ground.Nuts,Long Rains,12.12415661
KAKAMEGA,KAKAMEGA CENTRAL,Ground.Nuts,Long Rains,7.56276923
KAKAMEGA,KAKAMEGA EAST,Ground.Nuts,Long Rains,1.413421218
KAKAMEGA,KAKAMEGA NORTH,Ground.Nuts,Long Rains,7.256785578
KAKAMEGA,KAKAMEGA SOUTH,Ground.Nuts,Long Rains,3.52195523
KAKAMEGA,KHWISERO,Ground.Nuts,Long Rains,9.495336218
KAKAMEGA,LIKUYANI,Ground.Nuts,Long Rains,0.243212858
KAKAMEGA,LUGARI,Ground.Nuts,Long Rains,2.18413542
KAKAMEGA,MATETE,Ground.Nuts,Long Rains,6.51132563
KAKAMEGA,MATUNGU,Ground.Nuts,Long Rains,9.9587775
KAKAMEGA,MUMIAS EAST,Ground.Nuts,Long Rains,8.18411834
KAKAMEGA,MUMIAS WEST,Ground.Nuts,Long Rains,12.8125756
KAKAMEGA,NAVAKHOLO,Ground.Nuts,Long Rains,19.552514
VIHIGA,EMUHAYA,Ground.Nuts,Long Rains,3.876581532
VIHIGA,VIHIGA,Ground.Nuts,Long Rains,7.57396784
VIHIGA,SABATIA,Ground.Nuts,Long Rains,0.395537
VIHIGA,LUANDA,Ground.Nuts,Long Rains,3.47841493
VIHIGA,HAMISI,Ground.Nuts,Long Rains,2.1253984
BUNGOMA,BUMULA,Ground.Nuts,Long Rains,12.28762871
BUNGOMA,BUNGOMA CENTRAL,Ground.Nuts,Long Rains,8.4192758
BUNGOMA,BUNGOMA EAST,Ground.Nuts,Long Rains,4.765874793
BUNGOMA,BUNGOMA NORTH,Ground.Nuts,Long Rains,2.39931689
BUNGOMA,BUNGOMASOUTH,Ground.Nuts,Long Rains,7.56645963
BUNGOMA,CHEPTAIS,Ground.Nuts,Long Rains,0.68457833
BUNGOMA,KIMILILI,Ground.Nuts,Long Rains,3.2377879
BUNGOMA,MT  ELGON,Ground.Nuts,Long Rains,0.254493771
BUNGOMA,BUNGOMA WEST,Ground.Nuts,Long Rains,9.71144747
BUNGOMA,TONGAREN,Ground.Nuts,Long Rains,1.1455715
BUNGOMA,WEBUYE WEST,Ground.Nuts,Long Rains,8.8573571
BUSIA,BUNYALA,Ground.Nuts,Long Rains,0.41664848
BUSIA,BUSIA,Ground.Nuts,Long Rains,4.93961316
BUSIA,BUTULA,Ground.Nuts,Long Rains,13.7683847
BUSIA,NAMBALE,Ground.Nuts,Long Rains,1.81739843
BUSIA,SAMIA,Ground.Nuts,Short Rains,6.9529384
BUSIA,TESO NORTH,Ground.Nuts,Short Rains,1.68982481
BUSIA,TESO SOUTH,Ground.Nuts,Short Rains,8.92733489
SIAYA,SIAYA,Ground.Nuts,Short Rains,1.647895
SIAYA,GEM,Ground.Nuts,Short Rains,1.63898888
SIAYA,UGENYA,Ground.Nuts,Short Rains,3.9291456
SIAYA,UGUNJA,Ground.Nuts,Short Rains,2.67347736
SIAYA,BONDO,Ground.Nuts,Short Rains,1.1243418
SIAYA,RARIEDA,Ground.Nuts,Short Rains,0.85287675
KISUMU,KISUMU EAST,Ground.Nuts,Short Rains,0.6138249
KISUMU,KISUMU CENTRAL,Ground.Nuts,Short Rains,0.328861333
KISUMU,KISUMU WEST,Ground.Nuts,Short Rains,1.143998
KISUMU,SEME,Ground.Nuts,Short Rains,2.757512249
KISUMU,MUHORONI,Ground.Nuts,Short Rains,0.47184858
KISUMU,NYANDO,Ground.Nuts,Short Rains,0.2566239
KISUMU,NYAKACH,Ground.Nuts,Short Rains,0.96772659
HOMA.BAY,HOMA BAY,Ground.Nuts,Short Rains,0.823614157
HOMA.BAY,NDHIWA,Ground.Nuts,Short Rains,1.67436698
HOMA.BAY,RACHUONYO NORTH,Ground.Nuts,Short Rains,1.15839765
HOMA.BAY,RACHUONYO EAST,Ground.Nuts,Short Rains,2.317173463
HOMA.BAY,RACHUONYO SOUTH,Ground.Nuts,Short Rains,2.41512974
HOMA.BAY,RANGWE,Ground.Nuts,Short Rains,1.12985762
HOMA.BAY,SUBA NORTH,Ground.Nuts,Short Rains,0.727927541
HOMA.BAY,SUBA SOUTH,Ground.Nuts,Short Rains,1.945834258
MIGORI,AWENDO,Ground.Nuts,Short Rains,0.768816385
MIGORI,KURIA EAST,Ground.Nuts,Short Rains,6.999217888
MIGORI,KURIA WEST,Ground.Nuts,Short Rains,4.218173453
MIGORI,NYATIKE,Ground.Nuts,Short Rains,0.959236341
MIGORI,RONGO,Ground.Nuts,Short Rains,1.75613923
MIGORI,SUNA EAST,Ground.Nuts,Short Rains,1.38996987
MIGORI,SUNA WEST,Ground.Nuts,Short Rains,2.37579129
MIGORI,URIRI,Ground.Nuts,Short Rains,1.2255523
KISII,ETAGO,Ground.Nuts,Short Rains,6.9579789
KISII,GUCHA,Ground.Nuts,Short Rains,5.36519243
KISII,GUCHASOUTH,Ground.Nuts,Short Rains,7.63549591
KISII,KENYENYA,Ground.Nuts,Short Rains,4.571384843
KISII,KISII CENTRAL,Ground.Nuts,Short Rains,2.38843327
KISII,KISII SOUTH,Ground.Nuts,Short Rains,2.22979463
KISII,KITUTU CENTRAL,Ground.Nuts,Short Rains,3.61744268
KISII,MARANI,Ground.Nuts,Short Rains,13.1413728
KISII,MASABA SOUTH,Ground.Nuts,Short Rains,6.549929926
KISII,NYAMACHE,Ground.Nuts,Short Rains,2.735519379
KISII,SAMETA,Ground.Nuts,Short Rains,6.4338212
KISII,BORABU,Ground.Nuts,Long Rains,5.849378
KISII,MANGA,Ground.Nuts,Long Rains,5.493834754
KISII,MASABANORTH,Ground.Nuts,Short Rains,7.1848163
KISII,NYAMIRA NORTH,Ground.Nuts,Long Rains,6.4367212
KISII,NYAMIRA SOUTH,Ground.Nuts,Short Rains,7.269561334
KWALE,KINANGO,Millet,Short Rains,0.27321872
KWALE,LUNGALUNGA,Millet,Short Rains,0.15418744
KWALE,MATUGA,Millet,Short Rains,0.11566644
KWALE,MSAMBWENI,Millet,Long Rains,0.9527813
KWALE,SAMBURU,Millet,Short Rains,0.4418191
KILIFI,CHONYI,Millet,Long Rains,0.23732822
KILIFI,GANZE,Millet,Short Rains,0.38356718
KILIFI,KALOLENI,Millet,Long Rains,0.146365338
KILIFI,KAUMA,Millet,Long Rains,0.44875939
KILIFI,KILIFI NORTH,Millet,Short Rains,0.124324614
KILIFI,KILIFI SOUTH,Millet,Short Rains,0.6782521
KILIFI,MAGARINI,Millet,Short Rains,0.1219945
KILIFI,MALINDI,Millet,Short Rains,0.4336571
KILIFI,RABAI,Millet,Short Rains,0.85939919
LAMU,LAMU EAST,Millet,Long Rains,0.325764555
LAMU,LAMU WEST,Millet,Long Rains,0.19898384
LAMU,TAITA TAVETA,Millet,Short Rains,0.87743783
LAMU,MWATATE,Millet,Long Rains,0.12251164
LAMU,TAITA,Millet,Long Rains,0.124851229
LAMU,TAVETA,Millet,Short Rains,0.35722627
LAMU,VOI,Millet,Short Rains,0.4576673
MANDERA,MANDERA WEST,Millet,Short Rains,0.23762394
MANDERA,BANISA,Millet,Short Rains,0.371478
MANDERA,KOTULO,Millet,Long Rains,0.25751283
MANDERA,LAFEY,Millet,Long Rains,0.2652271
MANDERA,MANDERA CENTRAL,Millet,Long Rains,0.637953993
MANDERA,MANDERA EAST,Millet,Short Rains,0.43186113
MANDERA,MANDERA NORTH,Millet,Short Rains,0.27825693
SOLOLO,ISIOLO,Millet,Short Rains,0.14424322
SOLOLO,GARBATULLA,Millet,Long Rains,0.2897125
SOLOLO,ISIOLO,Millet,Long Rains,0.67584842
SOLOLO,MERTI,Millet,Long Rains,0.265127754
MERU,BUURI EAST,Millet,Long Rains,0.37316521
MERU,BUURI WEST,Millet,Long Rains,0.13915374
MERU,IGEMBE CENTRAL,Millet,Long Rains,0.49778
MERU,IGEMBE NORTH,Millet,Long Rains,0.114658447
MERU,IGEMBE SOUTH,Millet,Short Rains,0.22285527
MERU,IMENTI NORTH,Millet,Short Rains,0.27756229
MERU,IMENTI SOUTH,Millet,Short Rains,0.151671
MERU,MERU CENTRAL,Millet,Short Rains,0.14297
MERU,TIGANIA CENTRAL,Millet,Short Rains,0.31294667
MERU,TIGANIA EAST,Millet,Long Rains,0.474135
MERU,TIGANIA WEST,Millet,Long Rains,0.6621778
MERU,MT  KENYA FOREST,Millet,Long Rains,0.5524278
THARAKA..NITHI,IGAMBANGOMBE,Millet,Long Rains,0.54971264
THARAKA..NITHI,MAARA,Millet,Long Rains,0.3125815
THARAKA..NITHI,MERU SOUTH,Millet,Long Rains,0.3849588
THARAKA..NITHI,THARAKA NORTH,Millet,Long Rains,0.51491822
THARAKA..NITHI,THARAKA SOUTH,Millet,Long Rains,0.1164448
EMBU,EMBU EAST,Millet,Long Rains,0.41574651
EMBU,EMBU NORTH,Millet,Long Rains,0.23573569
EMBU,EMBU WEST,Millet,Long Rains,0.5197576
EMBU,MBEERESOUTH,Millet,Long Rains,0.9632697
EMBU,MBEERE NORTH,Millet,Long Rains,0.96986378
KITUI,IKUTHA,Millet,Long Rains,1.1226867
KITUI,KATULANI,Millet,Long Rains,0.293437722
KITUI,KISASI,Millet,Long Rains,0.76485645
KITUI,KITUI CENTRAL,Millet,Long Rains,0.321946
KITUI,KITUI WEST,Millet,Long Rains,0.318684278
KITUI,KYUSO,Millet,Long Rains,1.728919973
KITUI,LOWER YATTA,Millet,Long Rains,0.339588398
KITUI,MATINYANI,Millet,Long Rains,0.14926138
KITUI,MIGWANI,Millet,Long Rains,0.54196958
KITUI,MUMONI,Millet,Long Rains,1.716674292
KITUI,MUTITU,Millet,Long Rains,1.2343977
KITUI,MUTITU NORTH,Millet,Long Rains,1.79773323
KITUI,MUTOMO,Millet,Long Rains,1.74114719
KITUI,MWINGI CENTRAL,Millet,Long Rains,0.6116171
KITUI,MWINGI EAST,Millet,Long Rains,2.381138257
KITUI,NZAMBANI,Millet,Long Rains,0.39949275
KITUI,THAGICU,Millet,Long Rains,1.48383832
KITUI,TSEIKURU,Millet,Long Rains,3.79549741
MACHAKOS,ATHI RIVER,Millet,Long Rains,0.12744949
MACHAKOS,KALAMA,Millet,Long Rains,0.199868579
MACHAKOS,KANGUNDO,Millet,Long Rains,0.94531599
MACHAKOS,KATHIANI,Millet,Long Rains,0.274252
MACHAKOS,MACHAKOS,Millet,Short Rains,0.8616711
MACHAKOS,MASINGA,Millet,Long Rains,0.24887915
MACHAKOS,MATUNGULU,Millet,Short Rains,0.7392955
MACHAKOS,MWALA,Millet,Short Rains,0.188956
MACHAKOS,YATTA,Millet,Short Rains,0.15664823
MAKUENI,KATHONZWENI,Millet,Long Rains,0.278717144
MAKUENI,KIBWEZI,Millet,Long Rains,0.29553878
MAKUENI,KILUNGU,Millet,Long Rains,0.25858497
MAKUENI,MAKINDU,Millet,Long Rains,0.195929677
MAKUENI,MAKUENI,Millet,Long Rains,0.166815248
MAKUENI,MBOONI EAST,Millet,Long Rains,0.195449792
MAKUENI,MBOONI WEST,Millet,Long Rains,0.516241
MAKUENI,MUKAA,Millet,Long Rains,0.14939458
MAKUENI,NZAUI,Millet,Long Rains,0.135869193
KIRINYAGA,KIRINYAGA CENTRAL,Millet,Long Rains,0.11826938
KIRINYAGA,KIRINYAGA EAST,Millet,Long Rains,0.31524628
KIRINYAGA,KIRINYAGA WEST,Millet,Long Rains,0.27841871
KIRINYAGA,MWEA EAST,Millet,Long Rains,0.43367853
KIRINYAGA,MWEA WEST,Millet,Long Rains,0.17785492
TURKANA,KIBISH,Millet,Long Rains,0.46236892
TURKANA,LOIMA,Millet,Long Rains,0.153152659
TURKANA,TURKANA CENTRAL,Millet,Long Rains,0.5398388
TURKANA,TURKANA EAST,Millet,Long Rains,0.17226513
TURKANA,TURKANA NORTH,Millet,Long Rains,0.5959475
TURKANA,TURKANA SOUTH,Millet,Long Rains,0.332132953
TURKANA,TURKANA WEST,Millet,Long Rains,0.43151383
TURKANA,WEST POKOT,Millet,Long Rains,0.576271
WEST.POKOT,KIPKOMO,Millet,Long Rains,0.1863231
WEST.POKOT,POKOT CENTRAL,Millet,Long Rains,0.32714624
WEST.POKOT,POKOT NORTH,Millet,Long Rains,0.491985167
WEST.POKOT,POKOT SOUTH,Millet,Long Rains,0.2933495
WEST.POKOT,WEST POKOT,Millet,Long Rains,0.58597641
ELGEYO.MARAKWET,KEIYO NORTH,Millet,Long Rains,0.39778331
ELGEYO.MARAKWET,KEIYO SOUTH,Millet,Long Rains,0.428621
ELGEYO.MARAKWET,MARAKWET EAST,Millet,Long Rains,0.27494282
ELGEYO.MARAKWET,MARAKWET WEST,Millet,Long Rains,0.216811
BARINGO,BARINGO CENTRAL,Millet,Long Rains,0.118484465
BARINGO,BARINGO NORTH,Millet,Long Rains,0.17522997
BARINGO,EAST POKOT,Millet,Long Rains,0.157798629
BARINGO,KOIBATEK,Millet,Short Rains,0.1959624
BARINGO,MARIGAT,Millet,Short Rains,0.114225833
BARINGO,MOGOTIO,Millet,Short Rains,0.73367429
BARINGO,TIATY EAST,Millet,Short Rains,0.183373553
LAIKIPIA,LAIKIPIA CENTRAL,Millet,Short Rains,0.38336998
LAIKIPIA,LAIKIPIA EAST,Millet,Short Rains,0.26843
LAIKIPIA,LAIKIPIA NORTH,Millet,Short Rains,0.736454
LAIKIPIA,LAIKIPIA WEST,Millet,Short Rains,0.39464244
LAIKIPIA,NYAHURURU,Millet,Short Rains,0.2587823
NAROK,NAROK EAST,Millet,Short Rains,0.68935191
NAROK,NAROK NORTH,Millet,Short Rains,0.63327442
NAROK,NAROK SOUTH,Millet,Short Rains,0.2599584
NAROK,NAROK WEST,Millet,Short Rains,0.826972
NAROK,TRANS MARA EAST,Millet,Short Rains,0.181162942
NAROK,TRANS MARA WEST,Millet,Short Rains,0.3874196
KAJIADO,ISINYA,Millet,Short Rains,0.132394865
KAJIADO,KAJIADO CENTRAL,Millet,Short Rains,0.2592659
KAJIADO,KAJIADO NORTH,Millet,Short Rains,0.51982555
KAJIADO,KAJIADO WEST,Millet,Short Rains,0.68525999
KAJIADO,LOITOKITOK,Millet,Short Rains,0.62321778
KAJIADO,MASHUURU,Millet,Short Rains,0.251829934
BOMET,BOMET EAST,Millet,Short Rains,3.232897956
BOMET,CHEPALUNGU,Millet,Short Rains,1.293791663
BOMET,KONOIN,Millet,Short Rains,5.654316134
BOMET,SOTIK,Millet,Short Rains,11.6866834
BOMET,BOMET CENTRAL,Millet,Short Rains,7.7861946
KAKAMEGA,BUTERE,Millet,Short Rains,1.87963524
KAKAMEGA,KAKAMEGA CENTRAL,Millet,Short Rains,0.7939793
KAKAMEGA,KAKAMEGA EAST,Millet,Short Rains,0.347964
KAKAMEGA,KAKAMEGA NORTH,Millet,Short Rains,0.99187556
KAKAMEGA,KAKAMEGA SOUTH,Millet,Short Rains,1.676747924
KAKAMEGA,KHWISERO,Millet,Short Rains,1.389119472
KAKAMEGA,LIKUYANI,Millet,Short Rains,0.65123443
KAKAMEGA,LUGARI,Millet,Short Rains,2.17973129
KAKAMEGA,MATETE,Millet,Long Rains,1.822138794
KAKAMEGA,MATUNGU,Millet,Long Rains,1.72549849
KAKAMEGA,MUMIAS EAST,Millet,Long Rains,0.691776643
KAKAMEGA,MUMIAS WEST,Millet,Long Rains,2.1131416
KAKAMEGA,NAVAKHOLO,Millet,Long Rains,1.4661975
VIHIGA,EMUHAYA,Millet,Long Rains,0.746729523
VIHIGA,VIHIGA,Millet,Long Rains,0.56134132
VIHIGA,SABATIA,Millet,Long Rains,0.33557126
VIHIGA,LUANDA,Millet,Long Rains,0.437279358
VIHIGA,HAMISI,Millet,Long Rains,0.352393288
BUNGOMA,BUMULA,Millet,Short Rains,2.52739679
BUNGOMA,BUNGOMA CENTRAL,Millet,Short Rains,2.31929486
BUNGOMA,BUNGOMA EAST,Millet,Short Rains,1.645934253
BUNGOMA,BUNGOMA NORTH,Millet,Short Rains,1.57187289
BUNGOMA,BUNGOMASOUTH,Millet,Short Rains,1.58281971
BUNGOMA,CHEPTAIS,Millet,Short Rains,0.154584625
BUNGOMA,KIMILILI,Millet,Short Rains,0.924266635
BUNGOMA,MT  ELGON,Millet,Short Rains,1.253449747
BUNGOMA,BUNGOMA WEST,Millet,Short Rains,2.317967465
BUNGOMA,TONGAREN,Millet,Long Rains,1.851499255
BUNGOMA,WEBUYE WEST,Millet,Long Rains,2.68879215
BUSIA,BUNYALA,Millet,Long Rains,0.42216413
BUSIA,BUSIA,Millet,Long Rains,2.613264733
BUSIA,BUTULA,Millet,Long Rains,6.25635946
BUSIA,NAMBALE,Millet,Long Rains,4.15772335
BUSIA,SAMIA,Millet,Long Rains,2.6782934
BUSIA,TESO NORTH,Millet,Long Rains,5.45324752
BUSIA,TESO SOUTH,Millet,Long Rains,6.8636614
SIAYA,SIAYA,Millet,Long Rains,0.1255873
SIAYA,GEM,Millet,Long Rains,0.174895293
SIAYA,UGENYA,Millet,Long Rains,0.19526997
SIAYA,UGUNJA,Millet,Long Rains,0.16228911
SIAYA,BONDO,Millet,Long Rains,0.157555739
SIAYA,RARIEDA,Millet,Long Rains,0.1959814
KISUMU,KISUMU EAST,Millet,Long Rains,0.112465152
KISUMU,KISUMU CENTRAL,Millet,Long Rains,0.98848493
KISUMU,KISUMU WEST,Millet,Long Rains,0.13199723
KISUMU,SEME,Millet,Long Rains,0.196965161
KISUMU,MUHORONI,Millet,Long Rains,0.54142351
KISUMU,NYANDO,Millet,Long Rains,0.58711791
KISUMU,NYAKACH,Millet,Long Rains,0.1315391
HOMA.BAY,HOMA BAY,Millet,Long Rains,0.1674254
HOMA.BAY,NDHIWA,Millet,Long Rains,0.246938796
HOMA.BAY,RACHUONYO NORTH,Millet,Long Rains,0.12328618
HOMA.BAY,RACHUONYO EAST,Millet,Long Rains,0.22193355
HOMA.BAY,RACHUONYO SOUTH,Millet,Long Rains,0.228715521
HOMA.BAY,RANGWE,Millet,Long Rains,0.129486413
HOMA.BAY,SUBA NORTH,Millet,Long Rains,0.1693255
HOMA.BAY,SUBA SOUTH,Millet,Long Rains,0.259444568
MIGORI,AWENDO,Millet,Long Rains,0.21384176
MIGORI,KURIA EAST,Millet,Long Rains,0.561442328
MIGORI,KURIA WEST,Millet,Long Rains,0.48332182
MIGORI,NYATIKE,Millet,Long Rains,0.23227462
MIGORI,RONGO,Millet,Long Rains,0.25279456
MIGORI,SUNA EAST,Millet,Long Rains,0.24175276
MIGORI,SUNA WEST,Millet,Long Rains,0.279495192
MIGORI,URIRI,Millet,Long Rains,0.2846865
NYAMIRA,BORABU,Millet,Long Rains,16.35543173
NYAMIRA,MANGA,Millet,Long Rains,16.94773297
NYAMIRA,MASABANORTH,Millet,Long Rains,19.78782855
NYAMIRA,NYAMIRA NORTH,Millet,Long Rains,2.6261796
NYAMIRA,NYAMIRA SOUTH,Millet,Long Rains,2.13723521
NAIROBI,DAGORETTI,Millet,Long Rains,1.516716858
NAIROBI,EMBAKASI,Millet,Long Rains,0.99183211
NAIROBI,KAMUKUNJI,Millet,Long Rains,0.819834985
NAIROBI,KASARANI,Millet,Long Rains,1.29392329
NAIROBI,KIBRA,Millet,Short Rains,1.235169865
NAIROBI,LANGATA,Millet,Short Rains,1.313859816
NAIROBI,MAKADARA,Millet,Short Rains,0.883576988
NAIROBI,MATHARE,Millet,Short Rains,1.21418778
NAIROBI,NJIRU,Millet,Short Rains,1.31444171
NAIROBI,STAREHE,Millet,Short Rains,0.81874389
NAIROBI,WESTLANDS,Millet,Short Rains,1.199138764
KWALE,KINANGO,Watermelons,Short Rains,0.8879684
KWALE,LUNGALUNGA,Watermelons,Short Rains,0.4154199
KWALE,MATUGA,Watermelons,Short Rains,0.39753772
KWALE,MSAMBWENI,Watermelons,Short Rains,0.34823952
KWALE,SAMBURU,Watermelons,Short Rains,1.64921964
KILIFI,CHONYI,Watermelons,Short Rains,0.193794635
KILIFI,GANZE,Watermelons,Short Rains,1.2918672
KILIFI,KALOLENI,Watermelons,Short Rains,0.919818867
KILIFI,KAUMA,Watermelons,Short Rains,0.423115996
KILIFI,KILIFI NORTH,Watermelons,Short Rains,0.266667288
KILIFI,KILIFI SOUTH,Watermelons,Short Rains,0.21496846
KILIFI,MAGARINI,Watermelons,Short Rains,0.246453971
KILIFI,MALINDI,Watermelons,Short Rains,0.124744713
KILIFI,RABAI,Watermelons,Short Rains,0.261726117
TANA.RIVER,TANA DELTA,Watermelons,Short Rains,0.56473772
TANA.RIVER,TANA NORTH,Watermelons,Short Rains,0.192533262
TANA.RIVER,TANA RIVER,Watermelons,Short Rains,0.99637814
LAMU,LAMU EAST,Watermelons,Short Rains,3.12954283
LAMU,LAMU WEST,Watermelons,Short Rains,0.462543811
LAMU,TAITA TAVETA,Watermelons,Short Rains,0.9771982
LAMU,MWATATE,Watermelons,Short Rains,0.11879867
LAMU,TAITA,Watermelons,Short Rains,0.1194375
LAMU,TAVETA,Watermelons,Short Rains,0.42191319
